user_id	image	annotation_time	acc_human	flu_human	acc_init	flu_init	acc_pre	flu_pre	acc_par	flu_par	acc_merge	flu_merge
5	COCO_val2014_000000542388.jpg	2019/01/12-09:47:44	0	0	1	1	1	1	0	0	1	1
5	COCO_val2014_000000033368.jpg	2019/01/12-09:48:12	1	0	0	0	1	1	1	1	1	0
5	COCO_val2014_000000230987.jpg	2019/01/12-09:48:33	1	0	0	0	0	0	0	0	0	1
5	COCO_val2014_000000474751.jpg	2019/01/12-09:49:51	1	1	0	1	0	0	0	1	0	1
5	COCO_val2014_000000373119.jpg	2019/01/12-09:50:19	1	0	0	0	0	1	0	1	0	1
5	COCO_val2014_000000062353.jpg	2019/01/12-09:50:43	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000100187.jpg	2019/01/12-09:51:12	1	1	0	1	1	1	0	1	0	1
2	COCO_val2014_000000519208.jpg	2019/01/12-12:49:25	1	1	1	1	1	1	0	1	0	1
2	COCO_val2014_000000556341.jpg	2019/01/12-12:49:47	1	0	1	1	0	1	0	1	0	1
2	COCO_val2014_000000149444.jpg	2019/01/12-12:51:00	1	1	1	1	0	1	1	1	0	1
2	COCO_val2014_000000230987.jpg	2019/01/12-12:52:23	1	0	0	0	0	1	0	0	0	0
2	COCO_val2014_000000131207.jpg	2019/01/12-12:53:03	1	0	0	0	0	1	0	1	0	0
2	COCO_val2014_000000305821.jpg	2019/01/12-12:53:35	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000494578.jpg	2019/01/12-12:53:58	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000367843.jpg	2019/01/12-12:55:56	1	1	1	0	1	1	1	1	1	1
2	COCO_val2014_000000455290.jpg	2019/01/12-12:56:25	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000559773.jpg	2019/01/12-12:57:03	1	1	0	1	0	0	0	1	0	1
2	COCO_val2014_000000553221.jpg	2019/01/12-12:58:11	1	0	1	0	0	1	0	1	0	0
2	COCO_val2014_000000170038.jpg	2019/01/12-12:59:01	1	1	0	1	1	1	0	1	0	0
2	COCO_val2014_000000307523.jpg	2019/01/12-12:59:26	1	0	0	1	1	1	0	1	1	1
2	COCO_val2014_000000403122.jpg	2019/01/12-13:00:01	1	0	0	0	0	1	0	1	0	0
2	COCO_val2014_000000422326.jpg	2019/01/12-13:00:49	1	0	1	1	1	1	1	1	1	0
2	COCO_val2014_000000401862.jpg	2019/01/12-13:01:26	1	1	0	1	1	1	0	1	0	1
2	COCO_val2014_000000039009.jpg	2019/01/12-13:01:45	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000237350.jpg	2019/01/12-13:02:08	1	1	0	1	0	1	0	0	0	1
2	COCO_val2014_000000109425.jpg	2019/01/12-13:02:50	0	1	1	1	1	1	1	0	1	1
2	COCO_val2014_000000353536.jpg	2019/01/12-13:03:18	0	1	1	1	1	1	0	1	1	1
2	COCO_val2014_000000086202.jpg	2019/01/12-13:03:54	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000180798.jpg	2019/01/12-13:04:13	1	1	0	0	0	1	0	1	0	0
2	COCO_val2014_000000099053.jpg	2019/01/12-13:04:47	1	1	1	0	1	1	1	1	1	0
2	COCO_val2014_000000484145.jpg	2019/01/12-13:29:23	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000086884.jpg	2019/01/12-13:30:04	1	0	1	0	1	1	0	0	1	0
2	COCO_val2014_000000221700.jpg	2019/01/12-13:30:44	1	1	0	0	1	1	0	1	0	1
2	COCO_val2014_000000157807.jpg	2019/01/12-13:31:10	1	0	0	0	1	1	1	1	1	0
2	COCO_val2014_000000100187.jpg	2019/01/12-13:31:50	1	0	0	1	1	1	0	1	1	0
2	COCO_val2014_000000088445.jpg	2019/01/12-13:32:24	1	1	1	1	1	1	0	1	0	1
2	COCO_val2014_000000139567.jpg	2019/01/12-13:33:16	1	0	1	1	0	0	0	0	0	1
2	COCO_val2014_000000257870.jpg	2019/01/12-13:33:43	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000393410.jpg	2019/01/12-13:34:14	1	1	0	0	0	0	1	1	0	0
2	COCO_val2014_000000083065.jpg	2019/01/12-13:34:40	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000170015.jpg	2019/01/12-13:35:26	1	0	0	1	0	1	0	1	0	1
2	COCO_val2014_000000272049.jpg	2019/01/12-13:35:58	0	1	1	0	0	1	1	1	0	1
3	COCO_val2014_000000393410.jpg	2019/01/12-14:39:39	1	1	0	0	0	1	1	0	1	0
3	COCO_val2014_000000281598.jpg	2019/01/12-14:40:39	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000559773.jpg	2019/01/12-14:42:32	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000551974.jpg	2019/01/12-14:43:27	1	1	0	1	0	1	1	1	1	1
3	COCO_val2014_000000202653.jpg	2019/01/12-14:44:56	1	1	0	0	0	0	0	0	0	0
3	COCO_val2014_000000455290.jpg	2019/01/12-14:45:43	1	1	0	0	0	0	0	0	0	1
3	COCO_val2014_000000122161.jpg	2019/01/12-14:46:16	0	1	0	1	0	1	1	1	0	1
3	COCO_val2014_000000279387.jpg	2019/01/12-14:46:46	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000059732.jpg	2019/01/12-14:47:39	1	1	0	1	0	1	0	1	0	0
3	COCO_val2014_000000135281.jpg	2019/01/12-14:50:02	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000016249.jpg	2019/01/12-14:51:36	0	0	0	0	0	1	0	0	0	1
3	COCO_val2014_000000157593.jpg	2019/01/12-14:52:17	1	1	0	0	0	1	0	1	0	1
3	COCO_val2014_000000042956.jpg	2019/01/12-14:52:40	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000373119.jpg	2019/01/12-14:53:05	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000096110.jpg	2019/01/12-14:53:49	1	1	0	1	0	1	0	1	0	0
3	COCO_val2014_000000050230.jpg	2019/01/12-14:54:19	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000499755.jpg	2019/01/12-14:56:46	0	0	1	1	0	0	0	1	1	1
3	COCO_val2014_000000170250.jpg	2019/01/12-14:57:29	1	1	0	0	0	1	0	0	0	1
3	COCO_val2014_000000486573.jpg	2019/01/12-14:58:05	1	1	0	0	0	1	0	0	0	0
3	COCO_val2014_000000287636.jpg	2019/01/12-14:58:45	1	1	0	0	0	1	0	0	0	1
3	COCO_val2014_000000352080.jpg	2019/01/12-14:59:31	1	1	0	0	0	0	0	0	0	0
3	COCO_val2014_000000197716.jpg	2019/01/12-15:00:10	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000175718.jpg	2019/01/12-15:00:47	0	1	0	0	1	1	0	0	0	0
3	COCO_val2014_000000145831.jpg	2019/01/12-15:01:19	0	1	0	1	0	1	0	0	0	1
3	COCO_val2014_000000305695.jpg	2019/01/12-15:02:15	0	1	1	1	0	1	0	1	0	1
3	COCO_val2014_000000484145.jpg	2019/01/12-15:03:56	1	0	0	0	0	1	0	1	0	1
3	COCO_val2014_000000125072.jpg	2019/01/12-15:04:33	1	1	1	1	0	0	0	0	0	1
3	COCO_val2014_000000137727.jpg	2019/01/12-15:05:24	1	1	0	0	0	0	0	1	0	1
3	COCO_val2014_000000552564.jpg	2019/01/12-15:06:10	1	0	0	1	0	1	0	0	0	1
3	COCO_val2014_000000010526.jpg	2019/01/12-15:06:44	0	0	0	0	0	1	0	1	0	0
3	COCO_val2014_000000056413.jpg	2019/01/12-15:07:18	1	0	0	0	0	0	0	0	0	0
3	COCO_val2014_000000291962.jpg	2019/01/12-15:07:47	1	1	0	1	0	1	0	1	0	0
3	COCO_val2014_000000070426.jpg	2019/01/12-15:08:19	0	1	0	0	0	0	1	1	0	1
3	COCO_val2014_000000069757.jpg	2019/01/12-15:09:11	0	0	1	1	0	0	0	0	0	1
3	COCO_val2014_000000157807.jpg	2019/01/12-15:09:52	1	1	0	1	0	1	0	0	0	0
3	COCO_val2014_000000046099.jpg	2019/01/12-15:10:19	0	1	0	0	0	0	1	1	0	0
3	COCO_val2014_000000567944.jpg	2019/01/12-15:10:55	1	1	0	0	0	0	0	0	0	1
3	COCO_val2014_000000170038.jpg	2019/01/12-15:11:39	1	0	0	0	0	1	0	0	0	0
3	COCO_val2014_000000333756.jpg	2019/01/12-15:12:11	1	1	1	1	0	0	1	1	1	1
3	COCO_val2014_000000422221.jpg	2019/01/12-15:12:40	1	1	0	1	0	1	0	0	0	1
3	COCO_val2014_000000237350.jpg	2019/01/12-15:13:16	1	1	0	1	0	1	0	0	0	1
3	COCO_val2014_000000082921.jpg	2019/01/12-15:14:14	1	1	0	0	1	1	0	1	0	1
3	COCO_val2014_000000131207.jpg	2019/01/12-15:14:48	1	1	0	0	0	0	0	0	0	1
3	COCO_val2014_000000519208.jpg	2019/01/12-15:15:17	0	0	1	1	0	1	0	1	0	1
3	COCO_val2014_000000028156.jpg	2019/01/12-15:16:12	1	0	0	1	0	1	0	1	0	1
3	COCO_val2014_000000208871.jpg	2019/01/12-15:16:32	1	1	0	1	0	0	0	0	0	1
3	COCO_val2014_000000503137.jpg	2019/01/12-15:17:19	0	1	0	0	0	1	0	1	1	1
3	COCO_val2014_000000072873.jpg	2019/01/12-15:17:39	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000556341.jpg	2019/01/12-15:18:07	0	0	1	1	0	0	0	1	0	1
3	COCO_val2014_000000139468.jpg	2019/01/12-15:18:53	0	0	0	1	1	1	1	1	0	1
3	COCO_val2014_000000085665.jpg	2019/01/12-15:19:25	0	0	0	0	0	1	0	1	0	1
3	COCO_val2014_000000556726.jpg	2019/01/12-15:20:07	1	1	0	0	1	1	0	0	1	1
3	COCO_val2014_000000542388.jpg	2019/01/12-15:20:34	0	0	1	1	1	1	0	0	1	1
3	COCO_val2014_000000074759.jpg	2019/01/12-15:21:14	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000477924.jpg	2019/01/12-15:21:44	1	1	0	0	0	1	0	1	0	1
3	COCO_val2014_000000355453.jpg	2019/01/12-15:22:16	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000346865.jpg	2019/01/12-15:22:43	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000571804.jpg	2019/01/12-15:23:09	1	1	0	0	0	1	0	0	0	1
3	COCO_val2014_000000072368.jpg	2019/01/12-15:23:27	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000494578.jpg	2019/01/12-15:23:56	1	1	0	0	0	0	0	1	0	1
3	COCO_val2014_000000366096.jpg	2019/01/12-15:24:44	0	0	1	1	1	1	0	1	0	1
3	COCO_val2014_000000033368.jpg	2019/01/12-15:25:34	1	0	0	1	0	1	1	1	0	1
3	COCO_val2014_000000235791.jpg	2019/01/12-15:26:14	1	1	0	1	0	0	0	0	0	0
3	COCO_val2014_000000188865.jpg	2019/01/12-15:26:44	1	1	0	1	0	0	0	1	0	1
3	COCO_val2014_000000184400.jpg	2019/01/12-15:27:12	1	1	0	1	0	1	0	1	0	0
3	COCO_val2014_000000050350.jpg	2019/01/12-15:27:48	1	1	0	0	0	1	0	1	0	1
3	COCO_val2014_000000536615.jpg	2019/01/12-15:28:14	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000343914.jpg	2019/01/12-15:28:32	1	1	0	1	0	1	0	0	0	1
3	COCO_val2014_000000327073.jpg	2019/01/12-15:29:03	0	0	1	1	1	1	1	1	1	1
3	COCO_val2014_000000415880.jpg	2019/01/12-15:29:46	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000126958.jpg	2019/01/12-15:30:35	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000498555.jpg	2019/01/12-15:31:14	0	1	0	1	0	1	0	1	0	0
3	COCO_val2014_000000307523.jpg	2019/01/12-15:31:58	0	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000194188.jpg	2019/01/12-15:32:27	0	1	0	1	0	1	1	1	0	0
3	COCO_val2014_000000481446.jpg	2019/01/12-15:32:54	0	1	0	1	0	1	0	0	0	1
3	COCO_val2014_000000367843.jpg	2019/01/12-15:33:18	1	1	0	0	0	0	0	0	0	1
3	COCO_val2014_000000429174.jpg	2019/01/12-15:33:59	1	1	0	1	0	1	0	0	0	1
3	COCO_val2014_000000328452.jpg	2019/01/12-15:34:23	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000013466.jpg	2019/01/12-15:34:59	1	1	0	1	0	1	0	1	0	0
3	COCO_val2014_000000361551.jpg	2019/01/12-15:35:27	1	0	0	1	0	1	0	1	0	1
3	COCO_val2014_000000391915.jpg	2019/01/12-15:35:56	1	0	1	1	0	1	0	1	0	1
3	COCO_val2014_000000551338.jpg	2019/01/12-15:36:28	0	0	0	1	0	1	0	1	1	1
3	COCO_val2014_000000508672.jpg	2019/01/12-15:36:57	1	1	1	1	0	1	0	1	0	0
3	COCO_val2014_000000270505.jpg	2019/01/12-15:37:22	1	1	1	1	1	1	0	1	0	1
3	COCO_val2014_000000222648.jpg	2019/01/12-15:37:46	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000074465.jpg	2019/01/12-15:38:28	0	0	0	1	0	0	1	1	0	1
3	COCO_val2014_000000224757.jpg	2019/01/12-15:39:05	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000467437.jpg	2019/01/12-15:39:29	0	1	0	1	0	0	0	1	0	0
3	COCO_val2014_000000467540.jpg	2019/01/12-15:41:31	1	1	0	1	0	1	0	0	0	0
2	COCO_val2014_000000044642.jpg	2019/01/12-20:20:16	1	1	1	1	0	1	1	1	1	1
2	COCO_val2014_000000551338.jpg	2019/01/12-20:21:01	1	1	0	1	0	1	0	1	1	1
2	COCO_val2014_000000359465.jpg	2019/01/12-20:21:30	1	0	0	1	0	1	0	1	0	1
2	COCO_val2014_000000135281.jpg	2019/01/12-20:21:56	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000572055.jpg	2019/01/12-20:22:32	1	1	1	1	1	1	1	1	0	1
2	COCO_val2014_000000224757.jpg	2019/01/12-20:23:23	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000139468.jpg	2019/01/12-20:24:05	0	0	1	1	1	1	0	0	0	1
2	COCO_val2014_000000508672.jpg	2019/01/12-20:25:17	1	1	1	0	0	1	0	1	0	1
2	COCO_val2014_000000069757.jpg	2019/01/12-20:25:18	1	1	1	0	0	1	0	1	0	1
2	COCO_val2014_000000175718.jpg	2019/01/12-20:25:43	1	1	0	1	1	1	0	0	1	1
2	COCO_val2014_000000526737.jpg	2019/01/12-20:26:05	1	0	1	1	1	1	1	1	1	1
2	COCO_val2014_000000127517.jpg	2019/01/12-20:26:48	1	0	1	1	1	0	0	1	0	0
2	COCO_val2014_000000478155.jpg	2019/01/12-20:27:15	1	1	0	1	0	0	0	0	1	0
2	COCO_val2014_000000536615.jpg	2019/01/12-20:27:46	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000407532.jpg	2019/01/12-20:28:38	1	0	1	1	1	1	1	1	1	1
2	COCO_val2014_000000333756.jpg	2019/01/12-20:29:19	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000106046.jpg	2019/01/12-20:29:43	1	1	0	1	0	1	1	1	0	1
2	COCO_val2014_000000298628.jpg	2019/01/12-20:30:06	1	1	0	1	0	1	1	0	1	1
2	COCO_val2014_000000305695.jpg	2019/01/12-20:30:49	1	1	1	1	0	1	0	1	0	1
2	COCO_val2014_000000143998.jpg	2019/01/12-20:31:10	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000462755.jpg	2019/01/12-20:31:48	1	1	1	1	0	1	1	1	1	1
2	COCO_val2014_000000352080.jpg	2019/01/12-20:32:27	1	1	0	1	0	1	0	1	0	0
2	COCO_val2014_000000045356.jpg	2019/01/12-20:32:49	1	1	1	1	0	1	1	0	1	1
2	COCO_val2014_000000477924.jpg	2019/01/12-20:33:20	1	1	1	1	0	1	0	1	0	1
2	COCO_val2014_000000009217.jpg	2019/01/12-20:33:51	1	0	1	1	1	0	1	0	1	1
2	COCO_val2014_000000498583.jpg	2019/01/12-20:34:18	1	0	1	0	1	1	0	1	1	1
2	COCO_val2014_000000140963.jpg	2019/01/12-20:34:52	1	1	0	0	0	1	0	0	0	1
2	COCO_val2014_000000498555.jpg	2019/01/12-20:35:21	1	1	0	1	0	1	0	0	0	1
2	COCO_val2014_000000270505.jpg	2019/01/12-20:35:56	0	0	1	1	1	1	0	1	0	1
2	COCO_val2014_000000208871.jpg	2019/01/13-08:11:54	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000192306.jpg	2019/01/13-08:12:24	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000554595.jpg	2019/01/13-08:13:16	1	1	0	1	0	1	0	1	0	0
2	COCO_val2014_000000571804.jpg	2019/01/13-08:14:00	1	0	0	0	1	1	1	1	0	1
2	COCO_val2014_000000327073.jpg	2019/01/13-08:14:23	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000332877.jpg	2019/01/13-08:15:08	0	0	1	1	1	1	1	1	1	1
2	COCO_val2014_000000209480.jpg	2019/01/13-08:15:35	1	0	1	1	0	1	0	1	0	1
2	COCO_val2014_000000157593.jpg	2019/01/13-08:16:33	1	0	0	1	0	1	0	1	0	1
2	COCO_val2014_000000021864.jpg	2019/01/13-08:17:02	1	0	0	1	0	1	0	0	0	0
2	COCO_val2014_000000091416.jpg	2019/01/13-08:17:30	1	0	1	1	1	1	1	1	1	1
2	COCO_val2014_000000070426.jpg	2019/01/13-08:17:59	1	1	0	1	1	1	1	1	0	1
2	COCO_val2014_000000361551.jpg	2019/01/13-08:18:21	0	0	0	1	0	1	0	1	0	1
2	COCO_val2014_000000235791.jpg	2019/01/13-08:19:11	1	1	0	0	0	1	0	0	0	1
